OFFENSE,SHIFT,VOTING_PRECINCT,WARD,BLOCK,LATITUDE,LONGITUDE
THEFT F/AUTO,DAY,Precinct 22,1,1300 - 1399 BLOCK OF V STREET NW,38.9181090074051,-77.0307880913356
THEFT/OTHER,DAY,Precinct 97,7,5200 - 5299 BLOCK OF HAYES STREET NE,38.8997395645005,-76.9258970388429
BURGLARY,DAY,Precinct 48,4,4300  - 4399 BLOCK OF 16TH STREET NW,38.9434657690583,-77.03643976578141
THEFT F/AUTO,DAY,Precinct 127,6,1200 - 1299 BLOCK OF CARROLLSBURG PLACE SW,38.875539117555704,-77.00991084740541
THEFT/OTHER,DAY,Precinct 129,2,1100 - 1199 BLOCK OF F STREET NW,38.8973455744946,-77.0275628838548
THEFT/OTHER,EVENING,Precinct 129,2,700 - 799 BLOCK OF 7TH STREET NW,38.8991214156494,-77.0219263529351
THEFT/OTHER,DAY,Precinct 18,6,400 - 499 BLOCK OF M STREET NW,38.9056351942524,-77.0175588248883
THEFT/OTHER,EVENING,Precinct 14,2,1800 - 1899 BLOCK OF T STREET NW,38.9155739758415,-77.04254832239141
THEFT F/AUTO,EVENING,Precinct 62,4,1300  - 1322 BLOCK OF FLORAL STREET NW,38.978680611068604,-77.0309873770396
ASSAULT W/DANGEROUS WEAPON,EVENING,Precinct 114,8,2300 - 2399 BLOCK OF GREEN STREET SE,38.861728182803795,-76.9814956499286
THEFT/OTHER,EVENING,Precinct 31,3,5300 - 5399 BLOCK OF WISCONSIN AVENUE NW,38.9599074542529,-77.0852995777749
THEFT/OTHER,EVENING,Precinct 71,5,2900 - 2999 BLOCK OF CARLTON AVENUE NE,38.9293239118698,-76.9675347907958
ROBBERY,EVENING,Precinct 92,7,1300 - 1499 BLOCK OF KENILWORTH AVENUE NE,38.908457246206396,-76.93716389438521
THEFT F/AUTO,EVENING,Precinct 20,1,100 - 299 BLOCK OF MICHIGAN AVENUE NW,38.926390790505295,-77.01466928837971
THEFT/OTHER,EVENING,Precinct 72,5,1800 - 2299 BLOCK OF NEW YORK AVENUE NE,38.9172816475171,-76.97511613113191
THEFT F/AUTO,EVENING,Precinct 62,4,7600  - 7699 BLOCK OF 13TH STREET NW,38.9827436560151,-77.02968494541899
BURGLARY,EVENING,Precinct 19,5,1 - 99 BLOCK OF S STREET NW,38.914076849025996,-77.010608030777
THEFT/OTHER,EVENING,Precinct 62,4,7400  - 7599 BLOCK OF GEORGIA AVENUE NW,38.9804112928265,-77.026498601646
THEFT F/AUTO,EVENING,Precinct 119,8,2300 - 2399 BLOCK OF SHANNON PLACE SE,38.8638463763446,-76.9923491575129
THEFT/OTHER,EVENING,Precinct 17,2,1200 - 1219 BLOCK OF CONNECTICUT AVENUE NW,38.9060615912369,-77.0413666724117
THEFT F/AUTO,EVENING,Precinct 1,6,444 - 499 BLOCK OF K STREET NW,38.9025181913475,-77.0182958880211
THEFT/OTHER,EVENING,Precinct 48,4,4600  - 4699 BLOCK OF ARKANSAS AVENUE NW,38.946728322420896,-77.031054238129
THEFT/OTHER,EVENING,Precinct 19,5,1 - 99 BLOCK OF HANOVER PLACE NW,38.9078881749414,-77.00997298963709
THEFT F/AUTO,EVENING,Precinct 83,6,600 - 699 BLOCK OF I STREET NE,38.9013214818205,-76.99731388130779
ASSAULT W/DANGEROUS WEAPON,EVENING,Precinct 82,6,1300 - 1399 BLOCK OF H STREET NE,38.9001947352995,-76.986915465365
THEFT/OTHER,EVENING,Precinct 17,2,1800 - 1899 BLOCK OF L STREET NW,38.9037370021658,-77.0425758481115
THEFT/OTHER,EVENING,Precinct 17,2,1800 - 1899 BLOCK OF M STREET NW,38.9056467723411,-77.04257698804291
THEFT F/AUTO,DAY,Precinct 83,6,300 - 399 BLOCK OF H STREET NE,38.900204469011896,-77.0013142177505
THEFT F/AUTO,EVENING,Precinct 18,6,400 499  BLOCK OF P STREET NW,38.909634891152294,-77.0176174582886
THEFT/OTHER,MIDNIGHT,Precinct 102,7,3900 - 3919 BLOCK OF BENNING ROAD NE,38.8948602173515,-76.94859948891279
MOTOR VEHICLE THEFT,EVENING,Precinct 76,5,1700 - 1799 BLOCK OF WEST VIRGINIA AVENUE NE,38.909959724893106,-76.9863717732439
THEFT F/AUTO,EVENING,Precinct 129,2,800 - 899 BLOCK OF N STREET NW,38.907237643883,-77.023462253175
ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,Precinct 75,5,200 - 299 BLOCK OF R STREET NE,38.9125909219547,-77.0027787849443
BURGLARY,MIDNIGHT,Precinct 32,3,4100 - 4199 BLOCK OF GARRISON STREET NW,38.95594676167121,-77.0811645038097
THEFT/OTHER,MIDNIGHT,Precinct 61,4,6500  - 6599 BLOCK OF GEORGIA AVENUE NW,38.969448089067,-77.0273138244938
THEFT/OTHER,DAY,Precinct 141,2,1921 - 1999 BLOCK OF 14TH STREET NW,38.9166403370442,-77.03195207652459
THEFT F/AUTO,DAY,Precinct 93,7,1100 - 1199 BLOCK OF 51ST PLACE NE,38.9053617669664,-76.92747067966191
THEFT F/AUTO,DAY,Precinct 54,4,1300  - 1349 BLOCK OF LONGFELLOW STREET NW,38.9572770130875,-77.03103575912971
THEFT F/AUTO,DAY,Precinct 32,3,4100 - 4199 BLOCK OF FESSENDEN STREET NW,38.954694605320505,-77.0811746150421
THEFT F/AUTO,DAY,Precinct 140,8,1912 1999  BLOCK OF NAYLOR ROAD SE,38.8725464156338,-76.9766528663247
ROBBERY,DAY,Precinct 62,4,7800  - 7819 BLOCK OF GEORGIA AVENUE NW,38.9840505911848,-77.0265922894894
THEFT F/AUTO,DAY,Precinct 76,5,1240 - 1399 BLOCK OF NEW YORK AVENUE NE,38.915139541882894,-76.9865668043287
THEFT/OTHER,DAY,Precinct 41,1,1414  - 1599 BLOCK OF SPRING ROAD NW,38.937421619193294,-77.0350871700049
THEFT/OTHER,DAY,Precinct 58,4,700  - 720 BLOCK OF QUACKENBOS STREET NW,38.9637648354921,-77.0228923980793
THEFT F/AUTO,DAY,Precinct 80,7,500 599  BLOCK OF 24TH STREET NE,38.897129379232204,-76.97246025513608
THEFT/OTHER,DAY,Precinct 67,5,4200 - 4299 BLOCK OF 13TH STREET NE,38.9412548247692,-76.98830364807681
SEX ABUSE,EVENING,Precinct 81,6,1500 - 1599 BLOCK OF F STREET NE,38.8966629446915,-76.9829390726156
THEFT/OTHER,DAY,Precinct 129,2,800 - 899 BLOCK OF 7TH STREET NW,38.9003375462289,-77.021915198495
THEFT F/AUTO,DAY,Precinct 30,3,4600 - 4699 BLOCK OF WINDOM PLACE NW,38.9455344788665,-77.0916154032657
MOTOR VEHICLE THEFT,DAY,Precinct 62,4,1700  - 1799 BLOCK OF HOLLY STREET NW,38.9815068455969,-77.038848286589
THEFT F/AUTO,DAY,Precinct 116,8,3400 - 3465 BLOCK OF 25TH STREET SE,38.8470148655872,-76.96936928609679
THEFT F/AUTO,DAY,Precinct 119,8,2400 - 2499 BLOCK OF SHANNON PLACE SE,38.863008684653,-76.9938932245125
THEFT F/AUTO,DAY,Precinct 59,4,900  - 999 BLOCK OF TUCKERMAN STREET NW,38.967286244483205,-77.02673604205658
THEFT/OTHER,DAY,Precinct 72,5,900 - 999 BLOCK OF RHODE ISLAND AVENUE NE,38.9222116506408,-76.9931501205792
BURGLARY,DAY,Precinct 17,2,1200 - 1219 BLOCK OF 19TH STREET NW,38.90605182539979,-77.0434534469134
BURGLARY,DAY,Precinct 88,6,1 - 110 BLOCK OF 13TH STREET SE,38.889510961517104,-76.98832365751
THEFT F/AUTO,DAY,Precinct 91,6,700 - 799 BLOCK OF 12TH STREET SE,38.8802685376658,-76.9902498457696
THEFT F/AUTO,DAY,Precinct 93,7,1200 - 1219 BLOCK OF EASTERN AVENUE NE,38.9066406504716,-76.9269851499068
THEFT F/AUTO,EVENING,Precinct 36,1,1300 - 1399 BLOCK OF COLUMBIA ROAD NW,38.927576666588,-77.0311150934337
THEFT F/AUTO,EVENING,Precinct 37,1,1000 - 1099 BLOCK OF EUCLID STREET NW,38.9238303964559,-77.026269999549
THEFT/OTHER,EVENING,Precinct 135,5,1 - 99 BLOCK OF U STREET NW,38.9169955426179,-77.0106776505558
MOTOR VEHICLE THEFT,EVENING,Precinct 82,6,1200 - 1299 BLOCK OF H STREET NE,38.900194976088,-76.9892787513323
THEFT F/AUTO,MIDNIGHT,Precinct 21,6,620 - 699 BLOCK OF S STREET NW,38.9140843791357,-77.0214005514532
ROBBERY,MIDNIGHT,Precinct 114,8,1501 1598  BLOCK OF GOOD HOPE ROAD SE,38.8663316698136,-76.98271586833292
THEFT/OTHER,MIDNIGHT,Precinct 68,5,3700 - 3799 BLOCK OF 12TH STREET NE,38.9353456390855,-76.9912226961522
THEFT F/AUTO,MIDNIGHT,Precinct 17,2,1900 - 1999 BLOCK OF N STREET NW,38.9072406591126,-77.0441689917595
MOTOR VEHICLE THEFT,MIDNIGHT,Precinct 11,3,3900 - 4099 BLOCK OF DAVIS PLACE NW,38.9236175461828,-77.07889049622051
ROBBERY,MIDNIGHT,Precinct 84,6,500 - 599 BLOCK OF 8TH STREET NE,38.8967181321012,-76.9949624114898
ROBBERY,MIDNIGHT,Precinct 126,8,4200 - 4299 BLOCK OF MARTIN LUTHER KING JR AVENUE SW,38.8282265696748,-77.0125991664178
MOTOR VEHICLE THEFT,MIDNIGHT,Precinct 98,7,24 - 99 BLOCK OF 49TH STREET NE,38.8906003109928,-76.93291475138841
THEFT F/AUTO,DAY,Precinct 97,7,5200 - 5299 BLOCK OF HAYES STREET NE,38.8997395645005,-76.9258970388429
THEFT F/AUTO,DAY,Precinct 88,6,100 - 199 BLOCK OF KENTUCKY AVENUE SE,38.888393995377996,-76.9890730509547
THEFT F/AUTO,DAY,Precinct 95,7,500 - 599 BLOCK OF 55TH STREET NE,38.896466924544,-76.9219003521289
THEFT F/AUTO,DAY,Precinct 67,5,1000 - 1199 BLOCK OF UPSHUR STREET NE,38.9417955939458,-76.9914410661282
THEFT F/AUTO,DAY,Precinct 142,6,900 - 1199 BLOCK OF 4TH STREET SW,38.877862371248,-77.0176441877483
THEFT/OTHER,DAY,Precinct 26,3,2650 - 2699 BLOCK OF CONNECTICUT AVENUE NW,38.9251998316863,-77.05249488118791
THEFT F/AUTO,DAY,Precinct 44,5,100 - 379 BLOCK OF MICHIGAN AVENUE NE,38.9287968441476,-77.0044978109195
THEFT/OTHER,DAY,Precinct 25,1,2400 - 2499 BLOCK OF 18TH STREET NW,38.9216186302989,-77.0423674218744
THEFT F/AUTO,DAY,Precinct 22,1,912 - 945 BLOCK OF FLORIDA AVENUE NW,38.918786089707396,-77.02464223797621
THEFT F/AUTO,DAY,Precinct 101,7,3300 - 3399 BLOCK OF BAKER STREET NE,38.8927742665932,-76.9586525590999
THEFT F/AUTO,DAY,Precinct 72,5,900 - 999 BLOCK OF RHODE ISLAND AVENUE NE,38.9222116506408,-76.9931501205792
ASSAULT W/DANGEROUS WEAPON,DAY,Precinct 82,6,600 - 699 BLOCK OF 10TH STREET NE,38.8981143061302,-76.9926567352697
THEFT/OTHER,DAY,Precinct 83,6,600 - 699 BLOCK OF H STREET NE,38.9001954371661,-76.9973139237093
THEFT F/AUTO,DAY,Precinct 72,5,1000 - 1249 BLOCK OF BRENTWOOD ROAD NE,38.9201485438164,-76.99031358205441
ASSAULT W/DANGEROUS WEAPON,DAY,Precinct 113,7,2800 - 2999 BLOCK OF ALABAMA AVENUE SE,38.860310329559105,-76.96583791471281
THEFT F/AUTO,DAY,Precinct 85,6,200 - 299 BLOCK OF 8TH STREET NE,38.8927904841443,-76.9949626888285
THEFT F/AUTO,DAY,Precinct 18,6,400 - 499 BLOCK OF M STREET NW,38.9056351942524,-77.0175588248883
THEFT F/AUTO,DAY,Precinct 32,3,4100 - 4199 BLOCK OF DAVENPORT STREET NW,38.9521004807835,-77.0808024889453
THEFT/OTHER,DAY,Precinct 83,6,600 - 699 BLOCK OF H STREET NE,38.9001954371661,-76.9973139237093
MOTOR VEHICLE THEFT,DAY,Precinct 74,5,600 - 622 BLOCK OF EDGEWOOD STREET NE,38.9242387048119,-76.99791268784959
THEFT/OTHER,DAY,Precinct 102,7,3700 - 3761 BLOCK OF MINNESOTA AVENUE NE,38.891321361202294,-76.95196786185821
THEFT/OTHER,DAY,Precinct 6,2,3200 - 3247 BLOCK OF O STREET NW,38.907834797656996,-77.0644381524708
THEFT F/AUTO,DAY,Precinct 47,4,1700  - 1799 BLOCK OF UPSHUR STREET NW,38.9418701645348,-77.0399225094551
THEFT F/AUTO,DAY,Precinct 54,4,4812  - 4899 BLOCK OF IOWA AVENUE NW,38.9495383544159,-77.03306276193979
THEFT/OTHER,DAY,Precinct 122,8,3300 3398  BLOCK OF WHEELER ROAD SE,38.8414244771066,-76.9938259583431
THEFT F/AUTO,EVENING,Precinct 51,4,3126  - 3199 BLOCK OF QUESADA STREET NW,38.968983669300606,-77.0634202834679
THEFT/OTHER,EVENING,Precinct 17,2,1615 - 1699 BLOCK OF RHODE ISLAND AVENUE NW,38.9067023010802,-77.0380811999979
THEFT/OTHER,EVENING,Precinct 79,5,800 - 899 BLOCK OF 21ST STREET NE,38.9014898199382,-76.97418783680659
THEFT/OTHER,EVENING,Precinct 17,2,1000 - 1099 BLOCK OF 15TH STREET NW,38.9031270725921,-77.0345860954801
THEFT F/AUTO,EVENING,Precinct 142,6,650 - 699 BLOCK OF MAINE AVENUE SW,38.877987764523795,-77.0219198590355
THEFT/OTHER,EVENING,Precinct 2,2,1900 - 1999 BLOCK OF PENNSYLVANIA AVENUE NW,38.9004483536036,-77.04418784260291
THEFT F/AUTO,EVENING,Precinct 68,5,1500 - 1599 BLOCK OF OTIS STREET NE,38.934876405664895,-76.9837372969473
THEFT/OTHER,EVENING,Precinct 141,2,1918 - 1999 BLOCK OF 17TH STREET NW,38.9166383701714,-77.0384785555403
THEFT/OTHER,EVENING,Precinct 115,8,3000 - 3099 BLOCK OF 30TH STREET SE,38.8515537650733,-76.9645863850407
THEFT/OTHER,EVENING,Precinct 82,6,900 - 999 BLOCK OF 12TH STREET NE,38.901897640364794,-76.9902468893889
THEFT/OTHER,EVENING,Precinct 75,5,33 - 119 BLOCK OF T STREET NE,38.9155635310929,-77.0063880125524
THEFT F/AUTO,EVENING,Precinct 47,4,3900  - 3999 BLOCK OF GEORGIA AVENUE NW,38.939207889752105,-77.0248338490429
THEFT F/AUTO,EVENING,Precinct 129,2,500 - 599 BLOCK OF 7TH STREET NW,38.8966981663872,-77.02192560812809
THEFT F/AUTO,EVENING,Precinct 5,2,3100 - 3199 BLOCK OF O STREET NW,38.9084393718354,-77.0625709099976
THEFT/OTHER,EVENING,Precinct 102,7,4200 - 4243 BLOCK OF BENNING ROAD NE,38.8926049350876,-76.94180018382859
THEFT F/AUTO,MIDNIGHT,Precinct 103,7,4400 - 4499 BLOCK OF TEXAS AVENUE SE,38.884136733228296,-76.9411501302002
BURGLARY,MIDNIGHT,Precinct 67,5,1922 - 1949 BLOCK OF MICHIGAN AVENUE NE,38.9458386327476,-76.9784053463293
THEFT F/AUTO,MIDNIGHT,Precinct 37,1,2200 - 2299 BLOCK OF SHERMAN AVENUE NW,38.9202002788807,-77.0251962366598
THEFT/OTHER,DAY,Precinct 17,2,1100 - 1199 BLOCK OF VERMONT AVENUE NW,38.9045239340876,-77.0326153266469
THEFT/OTHER,DAY,Precinct 76,5,1240 - 1399 BLOCK OF NEW YORK AVENUE NE,38.915139541882894,-76.9865668043287
THEFT F/AUTO,DAY,Precinct 42,1,3500 - 3599 BLOCK OF 11TH STREET NW,38.933675958308704,-77.0284996192259
THEFT/OTHER,DAY,Precinct 4,2,2200 - 2299 BLOCK OF M STREET NW,38.9052566974471,-77.0494711234499
THEFT F/AUTO,DAY,Precinct 21,6,1705 - 1799 BLOCK OF 6TH STREET NW,38.9135621605858,-77.01990144466791
THEFT/OTHER,DAY,Precinct 6,2,1401 - 1498 BLOCK OF WISCONSIN AVENUE NW,38.9086097622719,-77.06398919869591
MOTOR VEHICLE THEFT,DAY,Precinct 135,5,2900 - 2999 BLOCK OF NORTH CAPITOL STREET,38.9262472283683,-77.0090414299568
THEFT/OTHER,DAY,Precinct 16,2,1400 - 1499 BLOCK OF P STREET NW,38.9096495011476,-77.0332633366381
THEFT/OTHER,DAY,Precinct 94,7,4900 - 5199 BLOCK OF JUST STREET NE,38.9026509779653,-76.9286493556895
THEFT F/AUTO,DAY,Precinct 90,6,400 - 499 BLOCK OF 8TH STREET SE,38.8832235876387,-76.994974889719
THEFT/OTHER,DAY,Precinct 4,2,1200 - 1299 BLOCK OF 23RD STREET NW,38.906247345482704,-77.050105916767
THEFT F/AUTO,DAY,Precinct 142,6,500 - 599 BLOCK OF I STREET SW,38.879285419425,-77.01939631628409
SEX ABUSE,EVENING,Precinct 110,7,3800 - 3899 BLOCK OF SOUTHERN AVENUE SE,38.8615926199447,-76.94952216235141
THEFT F/AUTO,DAY,Precinct 1,6,400 - 448 BLOCK OF I STREET NW,38.9013202868972,-77.0169237004127
THEFT/OTHER,DAY,Precinct 32,3,5523 - 5599 BLOCK OF CONNECTICUT AVENUE NW,38.9644454663154,-77.0753125628092
THEFT/OTHER,DAY,Precinct 129,2,1100 - 1199 BLOCK OF 10TH STREET NW,38.9049039473617,-77.0259863334558
THEFT/OTHER,DAY,Precinct 33,3,4200 - 4399 BLOCK OF CONNECTICUT AVENUE NW,38.944868274789904,-77.0639179251835
THEFT F/AUTO,DAY,Precinct 27,3,2900 - 2999 BLOCK OF ORDWAY STREET NW,38.9356636321956,-77.06047255271541
MOTOR VEHICLE THEFT,DAY,Precinct 125,8,4600 - 4699 BLOCK OF LIVINGSTON ROAD SE,38.8229212441506,-77.0019461617303
THEFT/OTHER,DAY,Precinct 129,2,1200 - 1299 BLOCK OF G STREET NW,38.898309157411795,-77.02885438321908
THEFT/OTHER,EVENING,Precinct 101,7,400 499  BLOCK OF ANACOSTIA AVENUE NE,38.895873515299705,-76.95971129529791
THEFT/OTHER,DAY,Precinct 116,8,1600 - 1699 BLOCK OF SAVANNAH STREET SE,38.845575842376704,-76.9801290275147
THEFT/OTHER,DAY,Precinct 139,5,2400 - 2499 BLOCK OF MARKET STREET NE,38.9199218175591,-76.95269041467459
THEFT/OTHER,EVENING,Precinct 129,2,900 - 999 BLOCK OF PALMER ALLEY NW,38.900363965657,-77.02493560864541
THEFT F/AUTO,EVENING,Precinct 78,5,1200 - 1299 BLOCK OF MEIGS PLACE NE,38.9077344824764,-76.9848964297029
THEFT/OTHER,EVENING,Precinct 111,7,2700 - 2799 BLOCK OF N STREET SE,38.8746073071481,-76.968066744116
THEFT/OTHER,EVENING,Precinct 91,6,500 - 503 BLOCK OF 12TH STREET SE,38.8825386514268,-76.9902495355631
THEFT/OTHER,EVENING,Precinct 82,6,1000 - 1099 BLOCK OF 11TH STREET NE,38.9029066758956,-76.9915264329792
THEFT F/AUTO,EVENING,Precinct 127,6,1200 - 1299 BLOCK OF 4TH STREET SW,38.8755562342551,-77.0175629478283
ROBBERY,EVENING,Precinct 123,8,300 - 599 BLOCK OF PARKLAND PLACE SE,38.8446766892873,-76.9998732881492
THEFT/OTHER,EVENING,Precinct 27,3,3500 - 3599 BLOCK OF CONNECTICUT AVENUE NW,38.936186926076495,-77.0588812981583
THEFT F/AUTO,EVENING,Precinct 14,2,2000 - 2029 BLOCK OF S STREET NW,38.9140865066855,-77.04545311371659
THEFT/OTHER,EVENING,Precinct 36,1,3000 - 3099 BLOCK OF 14TH STREET NW,38.928170812833,-77.0325915444334
THEFT/OTHER,EVENING,Precinct 71,5,2200 - 2299 BLOCK OF 25TH PLACE NE,38.9210281450542,-76.9709288557083
THEFT/OTHER,EVENING,Precinct 5,2,3036 - 3099 BLOCK OF M STREET NW,38.9051883564576,-77.0606772965942
SEX ABUSE,EVENING,Precinct 61,4,1300  - 1399 BLOCK OF TEWKESBURY PLACE NW,38.9682669406129,-77.03155981083091
THEFT/OTHER,EVENING,Precinct 76,5,1240 - 1399 BLOCK OF NEW YORK AVENUE NE,38.915139541882894,-76.9865668043287
SEX ABUSE,EVENING,Precinct 143,2,300 - 498 BLOCK OF INDIANA AVENUE NW,38.894807148024604,-77.0175561597887
THEFT/OTHER,EVENING,Precinct 18,6,600 - 699 BLOCK OF K STREET NW,38.902517752202,-77.0209128801097
THEFT F/AUTO,EVENING,Precinct 129,2,800 - 901 BLOCK OF I STREET NW,38.9008687369867,-77.0234716867223
THEFT/OTHER,EVENING,Precinct 16,2,1400 - 1499 BLOCK OF RHODE ISLAND AVENUE NW,38.908379324755,-77.03326274428441
THEFT/OTHER,EVENING,Precinct 11,3,2241 - 2318 BLOCK OF WISCONSIN AVENUE NW,38.920298190223605,-77.07156433566509
THEFT/OTHER,EVENING,Precinct 118,8,2600 - 2699 BLOCK OF DOUGLASS ROAD SE,38.8568825255605,-76.9882368251803
THEFT/OTHER,EVENING,Precinct 11,3,2241 - 2318 BLOCK OF WISCONSIN AVENUE NW,38.920298190223605,-77.07156433566509
THEFT F/AUTO,EVENING,Precinct 96,7,200 299  BLOCK OF 57TH PLACE NE,38.8918885932382,-76.9188507391458
ROBBERY,EVENING,Precinct 129,2,600 - 699 BLOCK OF MASSACHUSETTS AVENUE NW,38.9018060921781,-77.0209126714699
MOTOR VEHICLE THEFT,EVENING,Precinct 23,1,1200 1299  BLOCK OF CLIFTON STREET NW,38.9224244836165,-77.0288756726106
THEFT F/AUTO,EVENING,Precinct 129,2,900 - 999 BLOCK OF G STREET NW,38.8983100548369,-77.0249579465415
MOTOR VEHICLE THEFT,EVENING,Precinct 59,4,6400  - 6499 BLOCK OF 5TH STREET NW,38.9679542167883,-77.0199050947485
THEFT F/AUTO,EVENING,Precinct 36,1,3000 - 3099 BLOCK OF 14TH STREET NW,38.928170812833,-77.0325915444334
MOTOR VEHICLE THEFT,EVENING,Precinct 72,5,1800 - 2299 BLOCK OF NEW YORK AVENUE NE,38.9172816475171,-76.97511613113191
THEFT F/AUTO,EVENING,Precinct 37,1,2900 - 2918 BLOCK OF GEORGIA AVENUE NW,38.927416396522396,-77.02299605497109
THEFT/OTHER,EVENING,Precinct 6,2,1300 - 1335 BLOCK OF WISCONSIN AVENUE NW,38.9072138708319,-77.06325006727259
THEFT/OTHER,EVENING,Precinct 62,4,7600  - 7699 BLOCK OF GEORGIA AVENUE NW,38.982384079404795,-77.02655704294709
THEFT/OTHER,EVENING,Precinct 142,6,900 - 1199 BLOCK OF 4TH STREET SW,38.877862371248,-77.0176441877483
THEFT/OTHER,EVENING,Precinct 47,4,3800  - 3899 BLOCK OF GEORGIA AVENUE NW,38.938144962308996,-77.0245912572209
ROBBERY,EVENING,Precinct 114,8,1537 1600  BLOCK OF GOOD HOPE ROAD SE,38.8662144649404,-76.982082146256
THEFT F/AUTO,MIDNIGHT,Precinct 128,6,1000 - 1299 BLOCK OF SOUTH CAPITOL STREET,38.8765259634546,-77.0090979380056
THEFT F/AUTO,EVENING,Precinct 62,4,7707  - 7799 BLOCK OF 13TH STREET NW,38.9841219127292,-77.0296855196482
THEFT/OTHER,EVENING,Precinct 129,2,1200 - 1299 BLOCK OF PENNSYLVANIA AVENUE NW,38.895228294345706,-77.0288646645371
ROBBERY,EVENING,Precinct 114,8,2200 2299  BLOCK OF GOOD HOPE ROAD SE,38.864393647418105,-76.97587200725309
THEFT F/AUTO,EVENING,Precinct 5,2,1000 - 1199 BLOCK OF 30TH STREET NW,38.9038919404634,-77.05914286016609
THEFT F/AUTO,EVENING,Precinct 5,2,3100 - 3199 BLOCK OF N STREET NW,38.9068000870362,-77.06213135877209
THEFT F/AUTO,EVENING,Precinct 5,2,1200 - 1299 BLOCK OF 31ST STREET NW,38.9059988310861,-77.0612083276307
THEFT F/AUTO,MIDNIGHT,Precinct 137,1,1802 - 1899 BLOCK OF 11TH STREET NW,38.9150200771922,-77.02703930594859
ROBBERY,MIDNIGHT,Precinct 64,4,5600  - 5629 BLOCK OF 3RD STREET NW,38.9580096824521,-77.0161756806564
THEFT F/AUTO,MIDNIGHT,Precinct 81,6,1516 - 1699 BLOCK OF BENNING ROAD NE,38.8996082789733,-76.9803906515132
ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,Precinct 97,7,5200 - 5299 BLOCK OF HAYES STREET NE,38.8997395645005,-76.9258970388429
THEFT F/AUTO,MIDNIGHT,Precinct 137,1,1800 - 1899 BLOCK OF 8TH STREET NW,38.9148227693736,-77.022945871964
THEFT F/AUTO,MIDNIGHT,Precinct 5,2,3100 - 3199 BLOCK OF N STREET NW,38.9068000870362,-77.06213135877209
THEFT/OTHER,MIDNIGHT,Precinct 38,1,3200 - 3299 BLOCK OF SHERMAN AVENUE NW,38.930289315553004,-77.0264569086063
ROBBERY,MIDNIGHT,Precinct 137,1,900 - 931 BLOCK OF U STREET NW,38.9169934322698,-77.024641618561
THEFT F/AUTO,MIDNIGHT,Precinct 71,5,2200 - 2299 BLOCK OF 25TH PLACE NE,38.9210281450542,-76.9709288557083
THEFT F/AUTO,MIDNIGHT,Precinct 137,1,1800 - 1899 BLOCK OF 12TH STREET NW,38.914830654664996,-77.02808851787829
THEFT/OTHER,EVENING,Precinct 129,2,1100 - 1199 BLOCK OF NEW YORK AVENUE NW,38.900921895915,-77.02755273737951
ASSAULT W/DANGEROUS WEAPON,EVENING,Precinct 1,6,300 - 399 BLOCK OF K STREET NW,38.9025185718714,-77.0156788959025
THEFT F/AUTO,EVENING,Precinct 9,3,3600 - 3625 BLOCK OF 49TH STREET NW,38.9364234618529,-77.0961365925605
THEFT F/AUTO,EVENING,Precinct 9,3,5014 - 5199 BLOCK OF VAN NESS STREET NW,38.9431577048685,-77.1008404913679
THEFT/OTHER,EVENING,Precinct 120,8,1414 1499  BLOCK OF ALABAMA AVENUE SE,38.845855689271495,-76.9839303679978
THEFT F/AUTO,EVENING,Precinct 51,4,6340  - 6599 BLOCK OF 32ND STREET NW,38.9745337522154,-77.0615326214552
THEFT/OTHER,EVENING,Precinct 93,7,1000 - 1099 BLOCK OF 45TH STREET NE,38.9038361685139,-76.937548416062
ASSAULT W/DANGEROUS WEAPON,EVENING,Precinct 121,8,1000 - 1389 BLOCK OF BARNABY TERRACE SE,38.8345865810507,-76.9877452402576
THEFT F/AUTO,EVENING,Precinct 31,3,4600 - 4699 BLOCK OF WISCONSIN AVENUE NW,38.9503710524384,-77.080569801707
THEFT F/AUTO,EVENING,Precinct 32,3,4000 - 4099 BLOCK OF BRANDYWINE STREET NW,38.949678095117996,-77.0795769025976
THEFT/OTHER,EVENING,Precinct 48,4,4400  - 4499 BLOCK OF IOWA AVENUE NW,38.944504071032796,-77.02790410772141
THEFT F/AUTO,EVENING,Precinct 9,3,4700 - 4899 BLOCK OF WOODWAY LANE NW,38.937316394293205,-77.0947767571057
THEFT/OTHER,EVENING,Precinct 139,5,2400 - 2499 BLOCK OF MARKET STREET NE,38.9199218175591,-76.95269041467459
THEFT/OTHER,MIDNIGHT,Precinct 39,1,3100 - 3299 BLOCK OF 14TH STREET NW,38.9295130123787,-77.0327305534988
ASSAULT W/DANGEROUS WEAPON,EVENING,Precinct 56,4,5400  - 5499 BLOCK OF 5TH STREET NW,38.9559101883541,-77.0198671196212
THEFT/OTHER,EVENING,Precinct 115,8,2337 - 2435 BLOCK OF ALABAMA AVENUE SE,38.851654716160205,-76.9713603218838
THEFT/OTHER,EVENING,Precinct 38,1,3301 - 3399 BLOCK OF GEORGIA AVENUE NW,38.931614146808705,-77.0236086739437
THEFT F/AUTO,EVENING,Precinct 8,3,2000 - 2099 BLOCK OF 48TH STREET NW,38.9175614915159,-77.0943584484237
THEFT/OTHER,EVENING,Precinct 4,2,2000 - 2099 BLOCK OF M STREET NW,38.905654568710396,-77.04578208474301
